Name,Original_price,Offer,Final_price,Distance,Rating,Number_of_Rating,Summary,Location,City
SilverKey Executive Stays 20005 Karappakam Deluxe,4717.0,32.0,3217.0,5.8,4.2,497.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 41596 Elegant Stay Near Star Biryani,2689.0,32.0,1834.0,6.1,4.1,359.0,Very Good,Old Mahabalipuram Road,Chennai
Collection O 24512 Neelangarai,2106.0,32.0,1436.0,6.0,4.5,1796.0,Excellent,Old Mahabalipuram Road,Chennai
OYO 30199 Joe Grande Deluxe,2025.0,32.0,1381.0,3.7,4.2,163.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 30310 Joel Inn,1832.0,32.0,1249.0,7.2,4.2,139.0,Very Good,Old Mahabalipuram Road,Chennai
"Collection O 30091 Near PVR ECR, Uthandi Toll Gate",2719.0,32.0,1854.0,8.7,4.1,3085.0,Very Good,Old Mahabalipuram Road,Chennai
SilverKey Executive Stays 20002 OMR Service Rd,3250.0,32.0,2216.0,3.7,4.5,608.0,Excellent,Old Mahabalipuram Road,Chennai
Capital O 14043 Hotel Star Holiday,2944.0,66.0,1010.0,8.0,4.2,1795.0,Very Good,Old Mahabalipuram Road,Chennai
SPOT ON 63925 Sri Guru Ragavendra Kalyana Mandapam SPOT,1015.0,32.0,692.0,6.3,3.5,25.0,Good,Old Mahabalipuram Road,Chennai
OYO Home 61831 Sea View Apartments Near Mayajal,2725.0,32.0,1858.0,8.7,4.4,537.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 64496 Cozy Stay Pallikaranai,2766.0,32.0,1886.0,7.9,0.0,0.0,Yet to be summarised,Old Mahabalipuram Road,Chennai
Palette - The Bentley Hotel Deluxe,3888.0,32.0,2651.0,6.4,4.1,117.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 46549 Velachery 6,3664.0,32.0,2498.0,9.7,4.3,252.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 49128 Beehive Candour,1481.0,32.0,1010.0,9.2,3.0,132.0,Fair,Old Mahabalipuram Road,Chennai
OYO 24784 Fen Breeze Deluxe,2505.0,32.0,1708.0,9.4,4.4,471.0,Very Good,Old Mahabalipuram Road,Chennai
Collection O 200 CLV Nagar Kanathur,3153.0,32.0,2150.0,8.7,4.1,4908.0,Very Good,Old Mahabalipuram Road,Chennai
SilverKey Executive Stays 26472 Pallikaranai,1738.0,42.0,1010.0,8.2,4.5,1354.0,Excellent,Old Mahabalipuram Road,Chennai
OYO 26381 Lifestyle Residences Saver,2213.0,32.0,1509.0,8.7,3.9,257.0,Good,Old Mahabalipuram Road,Chennai
OYO Townhouse 052 Tidel Park Adyar,3982.0,49.0,2011.0,7.9,4.3,831.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 2612 Hotel Fiesta House,1919.0,32.0,1309.0,7.4,4.2,73.0,Very Good,Old Mahabalipuram Road,Chennai
OYO 4617 Lotels Serviced Apartment Deluxe,1777.0,32.0,1212.0,9.5,4.2,619.0,Very Good,Old Mahabalipuram Road,Chennai
OYO Home 45611 Cozy Sudio Perungudi,2395.0,32.0,1633.0,3.0,4.3,415.0,Very Good,Thoraipakkam,Chennai
OYO 18908 Ram Residency Saver,1929.0,32.0,1315.0,3.7,3.5,175.0,Good,Thoraipakkam,Chennai
SilverKey Executive Stays 20013 Thoraipakkam,2552.0,45.0,1411.0,0.3,4.2,685.0,Very Good,Thoraipakkam,Chennai
OYO Home 39908 Exotic Stay VGP Beach,2689.0,32.0,1834.0,3.3,4.6,510.0,Excellent,Thoraipakkam,Chennai
Silverkey Executive Stays 37924 Pine Grove,4293.0,32.0,2927.0,3.6,4.6,770.0,Excellent,Thoraipakkam,Chennai
OYO 3860 Apartment JLS Gruha,2445.0,32.0,1667.0,6.8,4.3,313.0,Very Good,Thoraipakkam,Chennai
OYO 8629 Agani Residency,3161.0,32.0,2155.0,7.9,3.6,87.0,Good,Thoraipakkam,Chennai
OYO Home 64496 Cozy Stay Pallikaranai,2766.0,32.0,1886.0,2.3,0.0,0.0,Yet to be summarised,Thoraipakkam,Chennai
OYO 39342 Beehive Inn,2184.0,32.0,1489.0,5.7,4.1,574.0,Very Good,Thoraipakkam,Chennai
OYO 36961 Kiruba Castle,2240.0,32.0,1528.0,3.0,4.4,517.0,Very Good,Thoraipakkam,Chennai
OYO Townhouse 054 Thoraipakkam,4649.0,32.0,3170.0,1.0,4.3,1156.0,Very Good,Thoraipakkam,Chennai
OYO 41584 Malabar Residency Saver,2068.0,32.0,1410.0,6.0,0.0,0.0,Yet to be summarised,Thoraipakkam,Chennai
OYO 4584 India Gate,2503.0,32.0,1707.0,1.5,4.4,332.0,Very Good,Thoraipakkam,Chennai
SilverKey Executive Stays 39891 Srs Illam,3386.0,32.0,2309.0,0.7,4.2,1931.0,Very Good,Thoraipakkam,Chennai
Collection O 24512 Neelangarai,2106.0,32.0,1436.0,4.1,4.5,1796.0,Excellent,Thoraipakkam,Chennai
OYO Home 38555 Peaceful Studio Injambakkam,2689.0,32.0,1834.0,3.3,4.5,220.0,Excellent,Thoraipakkam,Chennai
OYO 30199 Joe Grande Deluxe,2025.0,32.0,1381.0,1.8,4.2,163.0,Very Good,Thoraipakkam,Chennai
OYO Home 46549 Velachery 6,3664.0,32.0,2498.0,7.8,4.3,252.0,Very Good,Thoraipakkam,Chennai
OYO Home 41596 Elegant Stay Near Star Biryani,2689.0,32.0,1834.0,5.6,4.1,359.0,Very Good,Thoraipakkam,Chennai
SilverKey Executive Stays 20007 Thoraipakkam,3227.0,57.0,1373.0,4.1,4.3,337.0,Very Good,Thoraipakkam,Chennai
OYO 38033 Le Mint Saver,2065.0,32.0,1408.0,6.8,4.2,324.0,Very Good,Thoraipakkam,Chennai
OYO 24784 Fen Breeze Deluxe,2505.0,32.0,1708.0,7.5,4.4,471.0,Very Good,Thoraipakkam,Chennai
Collection O 45736 Damro Building Perumbakkam,2524.0,32.0,1721.0,5.2,3.9,478.0,Good,Thoraipakkam,Chennai
SilverKey Executive Stays 20002 OMR Service Rd,3250.0,32.0,2216.0,1.8,4.5,608.0,Excellent,Thoraipakkam,Chennai
Palette - The Bentley Hotel Deluxe,3888.0,32.0,2651.0,4.8,4.1,117.0,Very Good,Thoraipakkam,Chennai
OYO 30310 Joel Inn,1832.0,32.0,1249.0,7.0,4.2,139.0,Very Good,Thoraipakkam,Chennai
SilverKey Executive Stays 39526 Perumbakkam,1777.0,32.0,1212.0,5.2,3.7,78.0,Good,Thoraipakkam,Chennai
SPOT ON 63925 Sri Guru Ragavendra Kalyana Mandapam SPOT,1015.0,32.0,692.0,5.8,3.5,25.0,Good,Thoraipakkam,Chennai
OYO 26381 Lifestyle Residences Saver,2213.0,32.0,1509.0,6.8,3.9,257.0,Good,Thoraipakkam,Chennai
SilverKey Executive Stays 26472 Pallikaranai,1738.0,42.0,1010.0,6.3,4.5,1354.0,Excellent,Thoraipakkam,Chennai
OYO 4617 Lotels Serviced Apartment Deluxe,1777.0,32.0,1212.0,7.6,4.2,619.0,Very Good,Thoraipakkam,Chennai
OYO Townhouse 052 Tidel Park Adyar,3982.0,49.0,2011.0,6.0,4.3,831.0,Very Good,Thoraipakkam,Chennai
OYO Townhouse 237 Kovilambakkam,2214.0,32.0,1510.0,7.8,4.6,511.0,Excellent,Thoraipakkam,Chennai
SilverKey Executive Stays 20005 Karappakam Deluxe,4717.0,32.0,3217.0,7.3,4.2,497.0,Very Good,Thoraipakkam,Chennai
OYO 2612 Hotel Fiesta House,1919.0,32.0,1309.0,5.5,4.2,73.0,Very Good,Thoraipakkam,Chennai
Collection O 30035 Esthell near Malar Hospital,6305.0,32.0,4299.0,8.6,3.7,1251.0,Good,Thoraipakkam,Chennai
Collection O 224 Nachiappa Residency,2904.0,50.0,1455.0,10.0,3.9,911.0,Good,Thoraipakkam,Chennai
OYO 14707 Micasa,2374.0,32.0,1619.0,7.4,4.0,172.0,Very Good,Thoraipakkam,Chennai
OYO 6869 ECR Grand Residency,1808.0,60.0,721.0,5.8,0.0,0.0,Yet to be summarised,Thoraipakkam,Chennai
OYO 7697 India Gate Par View Deluxe,2226.0,46.0,1212.0,6.2,3.6,182.0,Good,Thoraipakkam,Chennai
OYO Home 61960 Elegant Stay,2249.0,32.0,1534.0,3.2,3.8,61.0,Good,Tambaram,Chennai
OYO Flagship 12665 Airport Chrompet,3155.0,32.0,2152.0,3.3,4.0,1545.0,Very Good,Tambaram,Chennai
OYO 24898 Senthur Murugan Residency Saver,1481.0,32.0,1010.0,2.0,3.7,71.0,Good,Tambaram,Chennai
OYO 47893 Metro Inn,1481.0,32.0,1010.0,3.7,4.0,196.0,Very Good,Tambaram,Chennai
OYO 64575 Peace Villa,1475.0,32.0,1006.0,6.4,3.6,26.0,Good,Tambaram,Chennai
OYO 5328 Cloud 7 Serviced Apartements,2292.0,37.0,1446.0,8.4,3.3,237.0,Fair,Tambaram,Chennai
OYO 7853 Pearl Corporate Residency,2998.0,50.0,1486.0,4.1,4.0,89.0,Very Good,Tambaram,Chennai
OYO 19023 Helican Tradition,1898.0,47.0,1010.0,7.9,3.6,242.0,Good,Tambaram,Chennai
OYO 35735 Pammal Residency Saver,1481.0,32.0,1010.0,5.5,0.0,0.0,Yet to be summarised,Tambaram,Chennai
OYO Townhouse 237 Kovilambakkam,2214.0,32.0,1510.0,7.2,4.6,511.0,Excellent,Tambaram,Chennai
OYO Home 63967 Delightful Stay,2073.0,32.0,1414.0,8.5,3.7,33.0,Good,Tambaram,Chennai
OYO 30310 Joel Inn,1832.0,32.0,1249.0,8.4,4.2,139.0,Very Good,Tambaram,Chennai
OYO 24784 Fen Breeze Deluxe,2505.0,32.0,1708.0,9.2,4.4,471.0,Very Good,Tambaram,Chennai
OYO 4617 Lotels Serviced Apartment Deluxe,1777.0,32.0,1212.0,9.1,4.2,619.0,Very Good,Tambaram,Chennai
SilverKey Executive Stays 26472 Pallikaranai,1738.0,42.0,1010.0,8.4,4.5,1354.0,Excellent,Tambaram,Chennai
OYO 30592 7 Hill Residency,1851.0,32.0,1262.0,8.7,4.0,238.0,Very Good,Tambaram,Chennai
OYO 3322 Daffodills Medavakkam,2686.0,32.0,1831.0,7.7,4.2,132.0,Very Good,Tambaram,Chennai
OYO 36961 Kiruba Castle,2240.0,32.0,1528.0,10.0,4.4,517.0,Very Good,Tambaram,Chennai
Capital O 27794 Virgo Comfort Homes Suite,2767.0,43.0,1571.0,8.0,4.5,417.0,Excellent,Tambaram,Chennai
Collection O 45736 Damro Building Perumbakkam,2524.0,32.0,1721.0,9.8,3.9,478.0,Good,Tambaram,Chennai
OYO 18908 Ram Residency Saver,1929.0,32.0,1315.0,4.4,3.5,175.0,Good,Medavakkam,Chennai
OYO 3860 Apartment JLS Gruha,2445.0,32.0,1667.0,5.7,4.3,313.0,Very Good,Medavakkam,Chennai
OYO 24784 Fen Breeze Deluxe,2505.0,32.0,1708.0,1.3,4.4,471.0,Very Good,Medavakkam,Chennai
SilverKey Executive Stays 20013 Thoraipakkam,2552.0,45.0,1411.0,5.7,4.2,685.0,Very Good,Medavakkam,Chennai
OYO 39342 Beehive Inn,2184.0,32.0,1489.0,5.1,4.1,574.0,Very Good,Medavakkam,Chennai
OYO 5328 Cloud 7 Serviced Apartements,2292.0,37.0,1446.0,6.0,3.3,237.0,Fair,Medavakkam,Chennai
OYO 8629 Agani Residency,3161.0,32.0,2155.0,7.9,3.6,87.0,Good,Medavakkam,Chennai
OYO Home 45611 Cozy Sudio Perungudi,2395.0,32.0,1633.0,7.8,4.3,415.0,Very Good,Medavakkam,Chennai
OYO 41584 Malabar Residency Saver,2068.0,32.0,1410.0,5.1,0.0,0.0,Yet to be summarised,Medavakkam,Chennai
OYO 4617 Lotels Serviced Apartment Deluxe,1777.0,32.0,1212.0,1.3,4.2,619.0,Very Good,Medavakkam,Chennai
OYO Home 48598 Spacious Stay Near AGS Cinemas,2395.0,32.0,1633.0,7.7,4.3,141.0,Very Good,Medavakkam,Chennai
OYO 36961 Kiruba Castle,2240.0,32.0,1528.0,2.9,4.4,517.0,Very Good,Medavakkam,Chennai
OYO Townhouse 237 Kovilambakkam,2214.0,32.0,1510.0,2.9,4.6,511.0,Excellent,Medavakkam,Chennai
OYO Home 39908 Exotic Stay VGP Beach,2689.0,32.0,1834.0,6.2,4.6,510.0,Excellent,Medavakkam,Chennai
OYO Home 64496 Cozy Stay Pallikaranai,2766.0,32.0,1886.0,3.8,0.0,0.0,Yet to be summarised,Medavakkam,Chennai
Collection O 45736 Damro Building Perumbakkam,2524.0,32.0,1721.0,1.9,3.9,478.0,Good,Medavakkam,Chennai
OYO 47893 Metro Inn,1481.0,32.0,1010.0,4.4,4.0,196.0,Very Good,Medavakkam,Chennai
SilverKey Executive Stays 20005 Karappakam Deluxe,4717.0,32.0,3217.0,4.0,4.2,497.0,Very Good,Medavakkam,Chennai
SilverKey Executive Stays 26472 Pallikaranai,1738.0,42.0,1010.0,3.1,4.5,1354.0,Excellent,Medavakkam,Chennai
SilverKey Executive Stays 39526 Perumbakkam,1777.0,32.0,1212.0,1.7,3.7,78.0,Good,Medavakkam,Chennai
OYO Home 46549 Velachery 6,3664.0,32.0,2498.0,7.1,4.3,252.0,Very Good,Medavakkam,Chennai
Capital O 14043 Hotel Star Holiday,2944.0,66.0,1010.0,6.0,4.2,1795.0,Very Good,Medavakkam,Chennai
Silverkey Executive Stays 37924 Pine Grove,4293.0,32.0,2927.0,6.9,4.6,770.0,Excellent,Medavakkam,Chennai
OYO 38033 Le Mint Saver,2065.0,32.0,1408.0,6.0,4.2,324.0,Very Good,Medavakkam,Chennai
OYO 49512 Hotel M.v,1481.0,32.0,1010.0,1.3,3.8,259.0,Good,Medavakkam,Chennai
OYO 3322 Daffodills Medavakkam,2686.0,32.0,1831.0,0.4,4.2,132.0,Very Good,Medavakkam,Chennai
OYO 30310 Joel Inn,1832.0,32.0,1249.0,6.2,4.2,139.0,Very Good,Medavakkam,Chennai
SilverKey Executive Stays 20007 Thoraipakkam,3227.0,57.0,1373.0,4.4,4.3,337.0,Very Good,Medavakkam,Chennai
OYO 2612 Hotel Fiesta House,1919.0,32.0,1309.0,3.4,4.2,73.0,Very Good,Medavakkam,Chennai
OYO 30592 7 Hill Residency,1851.0,32.0,1262.0,5.4,4.0,238.0,Very Good,Medavakkam,Chennai
Capital O 27794 Virgo Comfort Homes Suite,2767.0,43.0,1571.0,3.4,4.5,417.0,Excellent,Medavakkam,Chennai
OYO Townhouse 054 Thoraipakkam,4649.0,32.0,3170.0,6.0,4.3,1156.0,Very Good,Medavakkam,Chennai
OYO 4584 India Gate,2503.0,32.0,1707.0,6.1,4.4,332.0,Very Good,Medavakkam,Chennai
OYO Flagship 16134 Mount Heera Alandur,2284.0,32.0,1558.0,8.9,3.5,3029.0,Good,Medavakkam,Chennai
OYO Flagship 12665 Airport Chrompet,2347.0,32.0,1600.0,7.6,4.0,1545.0,Very Good,Medavakkam,Chennai
Collection O 24512 Neelangarai,2106.0,32.0,1436.0,6.9,4.5,1796.0,Excellent,Medavakkam,Chennai
SilverKey Executive Stays 43874 34th Street,2162.0,32.0,1474.0,7.7,4.1,949.0,Very Good,Medavakkam,Chennai
SilverKey Executive Stays 39891 Srs Illam,3386.0,32.0,2309.0,6.3,4.2,1931.0,Very Good,Medavakkam,Chennai
OYO 14707 Micasa,2374.0,32.0,1619.0,6.4,4.0,172.0,Very Good,Medavakkam,Chennai
SPOT ON 64287 JSV Subhiksha Mahal  SPOT,929.0,32.0,634.0,6.1,4.0,45.0,Very Good,Medavakkam,Chennai
OYO 8629 Agani Residency,3161.0,32.0,2155.0,5.1,3.6,87.0,Good,Adyar,Chennai
OYO Home 45611 Cozy Sudio Perungudi,2395.0,32.0,1633.0,5.0,4.3,415.0,Very Good,Adyar,Chennai
Collection O 224 Nachiappa Residency,2904.0,50.0,1455.0,2.3,3.9,911.0,Good,Adyar,Chennai
OYO 15768 Rsm Shelters,2035.0,50.0,1010.0,3.8,4.2,281.0,Very Good,Adyar,Chennai
OYO 14441 Sri Ramani Resorts And Hotels,2069.0,34.0,1363.0,3.7,3.7,120.0,Good,Adyar,Chennai
Collection O 42212 Hotel Grace Nochi Nagar,2467.0,32.0,1682.0,3.9,3.9,1206.0,Good,Adyar,Chennai
Collection O 30035 Esthell near Malar Hospital,6305.0,32.0,4299.0,0.1,3.7,1251.0,Good,Adyar,Chennai
OYO 29267 Hotel Akash Inn Saver,1481.0,32.0,1010.0,7.5,3.1,114.0,Fair,Adyar,Chennai
Capital O 14933 RPR Residency,1920.0,32.0,1309.0,3.5,4.1,1233.0,Very Good,Adyar,Chennai
OYO Townhouse 227 Royapettah,3026.0,32.0,2063.0,5.0,4.2,487.0,Very Good,Adyar,Chennai
Collection O 28825 Oriental Inn Gopalapuram,2420.0,32.0,1650.0,4.4,3.8,1789.0,Good,Adyar,Chennai
OYO Townhouse 056 T Nagar Chennai,4015.0,42.0,2325.0,4.5,4.2,2205.0,Very Good,Adyar,Chennai
OYO 3860 Apartment JLS Gruha,2445.0,32.0,1667.0,7.1,4.3,313.0,Very Good,Adyar,Chennai
OYO 15148 Sky Pix,2212.0,32.0,1508.0,6.7,4.2,497.0,Very Good,Adyar,Chennai
Collection O 45720 Pearl Mylapore,2908.0,32.0,1983.0,3.9,4.2,378.0,Very Good,Adyar,Chennai
OYO Home 46549 Velachery 6,3664.0,32.0,2498.0,5.7,4.3,252.0,Very Good,Adyar,Chennai
Collection O 39209 Cine City,2780.0,32.0,1896.0,6.1,4.3,756.0,Very Good,Adyar,Chennai
Silverkey Executive Stays 37924 Pine Grove,4293.0,32.0,2927.0,5.6,4.6,770.0,Excellent,Adyar,Chennai
OYO 42768 Sai International ,2074.0,32.0,1414.0,4.7,4.0,597.0,Very Good,Adyar,Chennai
OYO Flagship 469 Nungambakkam,5292.0,32.0,3608.0,5.5,4.0,1507.0,Very Good,Adyar,Chennai
OYO 26381 Lifestyle Residences Saver,2213.0,32.0,1509.0,1.9,3.9,257.0,Good,Adyar,Chennai
Capital O 64938 Pearl Hotel,1848.0,32.0,1260.0,4.7,4.2,13.0,Very Good,Adyar,Chennai
OYO 48277 Royal Kings Guest House ,1147.0,32.0,782.0,5.7,4.1,452.0,Very Good,Adyar,Chennai
OYO Flagship 24460 Star City,3531.0,32.0,2407.0,4.2,3.9,2031.0,Good,Adyar,Chennai
OYO 6148 Green Grande Inn,1777.0,32.0,1212.0,7.9,0.0,0.0,Yet to be summarised,Adyar,Chennai
OYO Home 41596 Elegant Stay Near Star Biryani,2689.0,32.0,1834.0,3.6,4.1,359.0,Very Good,Adyar,Chennai
OYO Flagship 16134 Mount Heera Alandur,2284.0,32.0,1558.0,6.7,3.5,3029.0,Good,Adyar,Chennai
SilverKey Executive Stays 20013 Thoraipakkam,2552.0,45.0,1411.0,7.4,4.2,685.0,Very Good,Adyar,Chennai
OYO 22280 Kences Inn,2303.0,45.0,1256.0,4.4,3.6,183.0,Good,Adyar,Chennai
OYO 3757 Green Galaxy,1854.0,46.0,1010.0,6.8,4.0,265.0,Very Good,Adyar,Chennai
OYO 18908 Ram Residency Saver,1929.0,32.0,1315.0,9.3,3.5,175.0,Good,Adyar,Chennai
OYO 41107 Mangalem Merlion,2288.0,32.0,1560.0,4.1,0.0,0.0,Yet to be summarised,Adyar,Chennai
OYO 40850 Orchid Inn,2371.0,32.0,1617.0,6.0,3.6,433.0,Good,Adyar,Chennai
OYO 47526 Hotel Himalaya Residency ,1392.0,32.0,949.0,6.4,3.0,509.0,Fair,Adyar,Chennai
OYO Townhouse 052 Tidel Park Adyar,3982.0,49.0,2011.0,2.1,4.3,831.0,Very Good,Adyar,Chennai
OYO 15558 Sri Sai Nivas Inn,2196.0,32.0,1498.0,8.0,3.7,196.0,Good,Adyar,Chennai
SPOT ON 60491 Harini Lodge  SPOT,789.0,32.0,538.0,7.6,4.1,403.0,Very Good,Adyar,Chennai
OYO Flagship 475 North Usman Road,2931.0,34.0,1930.0,5.7,4.1,821.0,Very Good,Adyar,Chennai
OYO Townhouse 072 Koyambedu,3471.0,37.0,2200.0,9.3,4.2,1170.0,Very Good,Adyar,Chennai
Capital O 18946 Admire Suit Hospitality Deluxe,2036.0,32.0,1388.0,6.6,4.0,1132.0,Very Good,Adyar,Chennai
OYO 17224 Swarnam Residency,2372.0,32.0,1614.0,6.2,4.3,243.0,Very Good,Adyar,Chennai
OYO 62543 Sai Nalam Hotels,1261.0,32.0,860.0,6.1,4.0,58.0,Very Good,Adyar,Chennai
OYO 27873 Ranga Residency,1859.0,35.0,1212.0,3.8,0.0,0.0,Yet to be summarised,Adyar,Chennai
Palette - The Bentley Hotel Deluxe,3888.0,32.0,2651.0,3.7,4.1,117.0,Very Good,Adyar,Chennai
Collection O 30063 Slate Srirampuram,4880.0,53.0,2283.0,6.1,4.1,506.0,Very Good,Adyar,Chennai
OYO 15101 Hotel Royal Paris,1867.0,32.0,1273.0,8.7,4.2,763.0,Very Good,Adyar,Chennai
Collection O 22588 Gulnar Guest House Near Apollo Hospital,3418.0,50.0,1720.0,5.6,3.9,746.0,Good,Adyar,Chennai
OYO Flagship 60453 Rajendra Garden Royapettah,1866.0,32.0,1273.0,4.7,3.8,290.0,Good,Adyar,Chennai
OYO Townhouse 091 Nungambakkam,3357.0,46.0,1810.0,6.1,4.3,2063.0,Very Good,Adyar,Chennai
SPOT ON 49443 Universal Inn SPOT,723.0,32.0,493.0,6.4,4.4,436.0,Very Good,Adyar,Chennai
OYO 7697 India Gate Par View,1875.0,46.0,1010.0,2.7,3.6,182.0,Good,Adyar,Chennai
Collection O 479 Royapettah,2354.0,32.0,1605.0,5.3,3.6,1699.0,Good,Adyar,Chennai
OYO 14566 Sunshine Residency,1966.0,32.0,1341.0,7.8,4.2,664.0,Very Good,Adyar,Chennai
SPOT ON 64228 Ram Palace SPOT,1105.0,32.0,754.0,8.0,4.3,121.0,Very Good,Adyar,Chennai
SilverKey Executive Stays 39923 Rathinammal Colony,2229.0,32.0,1520.0,6.4,3.9,848.0,Good,Adyar,Chennai
SilverKey Executive Stays 20001 Ashok Nagar,2458.0,32.0,1676.0,5.4,4.0,625.0,Very Good,Adyar,Chennai
OYO 43895 Udipi Home,1944.0,32.0,1326.0,7.6,4.1,460.0,Very Good,Adyar,Chennai
SilverKey Executive Stays 20006 T Nagar,2534.0,34.0,1669.0,4.7,4.0,887.0,Very Good,Adyar,Chennai
OYO 24963 Hotel Sudha Inn Deluxe,2412.0,32.0,1645.0,8.1,4.7,475.0,Excellent,Adyar,Chennai
OYO 46874 Modern Guest House Saver,1481.0,32.0,1010.0,6.3,4.2,221.0,Very Good,Adyar,Chennai
OYO 5328 Cloud 7 Serviced Apartements,2292.0,37.0,1446.0,9.5,3.3,237.0,Fair,Adyar,Chennai
OYO 62861 Shriram Residency,1140.0,32.0,778.0,9.1,4.3,286.0,Very Good,Adyar,Chennai
Capital O 896 The Royal Regency,6573.0,32.0,4482.0,8.3,4.6,2767.0,Excellent,Adyar,Chennai
OYO 8679 Akash Park,2684.0,45.0,1482.0,7.5,4.5,109.0,Excellent,Adyar,Chennai
OYO Flagship 488 Nungambakkam,4083.0,53.0,1909.0,6.4,4.1,505.0,Very Good,Adyar,Chennai
OYO 40128 Grand Park Hotel ,1821.0,32.0,1242.0,9.0,0.0,0.0,Yet to be summarised,Adyar,Chennai
OYO Townhouse 054 Thoraipakkam,4649.0,32.0,3170.0,6.8,4.3,1156.0,Very Good,Adyar,Chennai
OYO 9372 Rich Inn,2200.0,32.0,1500.0,6.8,4.5,510.0,Excellent,Adyar,Chennai
SilverKey Executive Stays 43874 34th Street,2162.0,32.0,1474.0,8.0,4.1,949.0,Very Good,Adyar,Chennai
OYO 14707 Micasa,2374.0,32.0,1619.0,6.6,4.0,172.0,Very Good,Adyar,Chennai
SilverKey Executive Stays 20028 MIOT Hospital,4622.0,32.0,3151.0,8.8,4.1,738.0,Very Good,Adyar,Chennai
OYO Flagship 15018 Golden Manor Chennai Central,1868.0,32.0,1274.0,8.4,3.6,4290.0,Good,Adyar,Chennai
SPOT ON 64090 Hotel Pink SPOT,1323.0,32.0,902.0,6.0,3.3,41.0,Fair,Adyar,Chennai
Collection O 42211 Grace Residency,2889.0,32.0,1970.0,9.0,4.1,1222.0,Very Good,Adyar,Chennai
Palette - Benzz Park Deluxe,6352.0,32.0,4331.0,4.9,5.0,5.0,Fabulous,Adyar,Chennai
SilverKey Executive Stays 39891 Srs Illam,3386.0,32.0,2309.0,7.0,4.2,1931.0,Very Good,Adyar,Chennai
OYO 4584 India Gate,2503.0,32.0,1707.0,7.1,4.4,332.0,Very Good,Adyar,Chennai
SPOT ON 60294 Bava Lodge SPOT,645.0,32.0,440.0,8.4,0.0,0.0,Yet to be summarised,Adyar,Chennai
Collection O 24512 Neelangarai,2106.0,32.0,1436.0,7.8,4.5,1796.0,Excellent,Adyar,Chennai
Collection O 30482 Venkatachalapathy St,2020.0,32.0,1378.0,8.0,4.1,926.0,Very Good,Adyar,Chennai
SPOT ON 38565 Hotel Surya Thiruvengadam St SPOT,723.0,32.0,493.0,8.4,4.0,952.0,Very Good,Adyar,Chennai
OYO 23454 Sun Park Inn,2240.0,32.0,1528.0,8.4,3.8,266.0,Good,Adyar,Chennai
OYO Home 64496 Cozy Stay Pallikaranai,2766.0,32.0,1886.0,8.6,0.0,0.0,Yet to be summarised,Adyar,Chennai
OYO 5656 Green City,2417.0,46.0,1296.0,8.8,3.9,340.0,Good,Adyar,Chennai
OYO 17157 Pearl Guest House,1777.0,32.0,1212.0,8.7,4.0,109.0,Very Good,Adyar,Chennai
OYO 46738 Egmore Shelters,1300.0,32.0,886.0,8.0,4.6,206.0,Excellent,Adyar,Chennai
OYO Townhouse 026 T Nagar,4453.0,48.0,2311.0,5.6,4.4,1086.0,Very Good,Adyar,Chennai
SPOT ON 62657 Winter Gate  SPOT,874.0,32.0,596.0,8.5,4.3,241.0,Very Good,Adyar,Chennai
SPOT ON 63925 Sri Guru Ragavendra Kalyana Mandapam SPOT,1015.0,32.0,692.0,7.9,3.5,25.0,Good,Adyar,Chennai
SilverKey Executive Stays 24150 Egmore,2636.0,32.0,1792.0,7.2,4.6,965.0,Excellent,Adyar,Chennai
SPOT ON 41410 Perfect Guest House SPOT,723.0,32.0,493.0,6.8,3.6,247.0,Good,Adyar,Chennai
SPOT ON 45777 Triplicane High Rd,602.0,32.0,411.0,6.7,3.8,219.0,Good,Adyar,Chennai
OYO 30199 Joe Grande Deluxe,2025.0,32.0,1381.0,7.1,4.2,163.0,Very Good,Adyar,Chennai
Collection O 30111 Collection O 273 Hotel Everest Poonamallee High Rd,3928.0,32.0,2678.0,8.3,4.2,1110.0,Very Good,Adyar,Chennai
OYO Townhouse 142 Vadapalani,3275.0,32.0,2233.0,8.4,3.8,1239.0,Good,Adyar,Chennai
SPOT ON 44153 Annai Guest House SPOT,723.0,32.0,493.0,6.2,3.6,234.0,Good,Adyar,Chennai
OYO 36961 Kiruba Castle,2240.0,32.0,1528.0,9.5,4.4,517.0,Very Good,Adyar,Chennai
SPOT ON 41141 Hotel Sri Ram Nallamani SPOT,960.0,32.0,655.0,7.9,4.2,1808.0,Very Good,Adyar,Chennai
OYO 30310 Joel Inn,1832.0,32.0,1249.0,9.5,4.2,139.0,Very Good,Adyar,Chennai
Palette -  Hablis Hotels Deluxe,8660.0,32.0,5905.0,5.7,4.8,36.0,Excellent,Adyar,Chennai
SilverKey Executive Stays 20002 OMR Service Rd,3250.0,32.0,2216.0,7.2,4.5,608.0,Excellent,Adyar,Chennai
SPOT ON 6856 Eshi Guest House SPOT,808.0,32.0,551.0,8.5,4.3,919.0,Very Good,Adyar,Chennai
